nct_id,title,url,status,conditions,interventions,sponsor,collaborators,study_type,phase
NCT01942135,Palbociclib (PD-0332991) Combined With Fulvestrant In Hormone Receptor+ HER2-Negative Metastatic Breast Cancer After Endocrine Failure (PALOMA-3),https://clinicaltrials.gov/study/NCT01942135,COMPLETED,Metastatic Breast Cancer,DRUG: Palbociclib|DRUG: Fulvestrant|DRUG: Placebo|DRUG: Fulvestrant,Pfizer,AstraZeneca,INTERVENTIONAL,Unknown
NCT00524810,Liposomal Doxorubicin and Docetaxel in Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00524810,COMPLETED,Metastatic Breast Cancer,DRUG: Pegylated liposomal doxorubicin|DRUG: Docetaxel,ARCAGY/ GINECO GROUP,nan,INTERVENTIONAL,Unknown
NCT00584766,Intensive Combo Chemo With Autologous BM Rescue for Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00584766,COMPLETED,Metastatic Breast Cancer,PROCEDURE: High-dose chemotherapy,University of Oklahoma,nan,INTERVENTIONAL,Unknown
NCT01543126,IL-6 and IL-8 Level of Blood and Pleural Effusion During Chemotherapy in Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT01543126,TERMINATED,Metastatic Breast Cancer,nan,Fudan University,nan,OBSERVATIONAL,Unknown
NCT00316199,Efficacy Study of Gemcitabine-Paclitaxel to Treat Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00316199,COMPLETED,Metastatic Breast Cancer,DRUG: gemcitabine|DRUG: paclitaxel,Eli Lilly and Company,nan,INTERVENTIONAL,Unknown
NCT01939847,IMAGE Study: Personalized Molecular Profiling in Cancer Treatment at Johns Hopkins,https://clinicaltrials.gov/study/NCT01939847,COMPLETED,Metastatic Breast Cancer,OTHER: Treatment suggestion,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Foundation Medicine,INTERVENTIONAL,Unknown
NCT00073528,Study Comparing Lapatinib (GW572016) And Letrozole Versus Letrozole In Subjects With Advanced Or Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00073528,COMPLETED,Breast Neoplasms,DRUG: Lapatinib|DRUG: Letrozole|DRUG: Placebo,Novartis Pharmaceuticals,nan,INTERVENTIONAL,Unknown
NCT00174434,Study Of SU011248 In Combination With Paclitaxel In Patients With Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00174434,COMPLETED,Breast Neoplasms,DRUG: SU011248|DRUG: Paclitaxel,Pfizer,nan,INTERVENTIONAL,Unknown
NCT00156273,Determine Feasibility of Quantifying Apoptosis and Bcl-2 Expression in CTCs in Women With Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00156273,COMPLETED,Metastatic Breast Cancer,nan,University of Michigan Rogel Cancer Center,nan,OBSERVATIONAL,Unknown
NCT05977036,BettER: Biomarker Driven Early Therapeutic Selection in Patients With HR+ HER2- Metastatic or Unresectable Breast Cancer,https://clinicaltrials.gov/study/NCT05977036,RECRUITING,Metastatic Breast Cancer|Unresectable Breast Cancer,DEVICE: DiviTum® TKa assay|DRUG: CDK4/6 + Endocrine therapy,Washington University School of Medicine,Biovica,INTERVENTIONAL,Unknown
NCT00434356,A Study of Sunitinib in Combination With Bevacizumab and Paclitaxel in Previously Untreated Patients With Metastatic Breast Cancer (SABRE-B),https://clinicaltrials.gov/study/NCT00434356,TERMINATED,Metastatic Breast Cancer,DRUG: bevacizumab|DRUG: sunitinib|DRUG: paclitaxel,"Genentech, Inc.",nan,INTERVENTIONAL,Unknown
NCT02102490,A Study of Abemaciclib (LY2835219) In Participants With Previously Treated Breast Cancer That Has Spread,https://clinicaltrials.gov/study/NCT02102490,COMPLETED,Metastatic Breast Cancer,DRUG: Abemaciclib,Eli Lilly and Company,nan,INTERVENTIONAL,Unknown
NCT00525096,Exemestane + Celecoxib vs Exemestane + Placebo in Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00525096,COMPLETED,Metastatic Breast Cancer,DRUG: placebo|DRUG: Celecoxib|DRUG: Exemestane,ARCAGY/ GINECO GROUP,nan,INTERVENTIONAL,Unknown
NCT02254031,Dose Escalation of Bivatuzumab Mertansine in Female Patients With CD44v6 Positive Recurrent or Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT02254031,TERMINATED,Breast Neoplasms,DRUG: bivatuzumab mertansine,Boehringer Ingelheim,nan,INTERVENTIONAL,Unknown
NCT01231802,Study of Eniluracil + 5-Fluorouracil (5-FU) + Leucovorin Versus Capecitabine in Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT01231802,UNKNOWN,Metastatic Breast Cancer,DRUG: Eniluracil|DRUG: 5-Fluorouracil|DRUG: Leucovorin|DRUG: Capecitabine,"Adherex Technologies, Inc.",nan,INTERVENTIONAL,Unknown
NCT02423902,A Study of Ad-RTS-hIL-12 With Veledimex in Subjects With Breast Cancer,https://clinicaltrials.gov/study/NCT02423902,TERMINATED,Metastatic Breast Cancer,BIOLOGICAL: Ad-RTS-hIL-12|DRUG: Veledimex,Alaunos Therapeutics,nan,INTERVENTIONAL,Unknown
NCT01835236,Trastuzumab & Pertuzumab Followed by T-DM1 in MBC,https://clinicaltrials.gov/study/NCT01835236,COMPLETED,Metastatic Breast Cancer,DRUG: Trastuzumab|DRUG: Pertuzumab|DRUG: Paclitaxel|DRUG: Vinorelbine|DRUG: T-DM1,Swiss Cancer Institute,nan,INTERVENTIONAL,Unknown
NCT00842998,Efficacy Study of Single Agent Trastuzumab or Lapatinib to Treat HER2-Overexpressing Breast Cancer,https://clinicaltrials.gov/study/NCT00842998,UNKNOWN,Metastatic Breast Cancer,DRUG: Trastuzumab or Lapatinib,Azienda Ospedaliera Ordine Mauriziano di Torino,nan,INTERVENTIONAL,Unknown
NCT06057636,Hypnosis for Pain in Black Women With Advanced Breast Cancer: A Feasibility Study,https://clinicaltrials.gov/study/NCT06057636,WITHDRAWN,Breast Cancer|Inflammatory Breast Cancer Stage IV|Inflammatory Breast Neoplasms|Triple Negative Breast Neoplasms|Neoplasm Metastasis,BEHAVIORAL: Self-Administered Hypnosis|BEHAVIORAL: Self-Administered White Noise Hypnosis,"The University of Tennessee, Knoxville",Baylor University,INTERVENTIONAL,Unknown
NCT01439191,"Study of Cipterbin®, Used Alone or With Vinorelbine in Patients With HER2/Neu-overexpressed Metastatic Breast Cancer",https://clinicaltrials.gov/study/NCT01439191,COMPLETED,Metastatic Breast Cancer,DRUG: humanized anti-HER2 antibody|DRUG: Vinorelbine,"Shanghai CP Guojian Pharmaceutical Co., Ltd.",nan,INTERVENTIONAL,Unknown
NCT00951665,"A Study of Trastuzumab Emtansine, Paclitaxel, and Pertuzumab in Patients With HER2-Positive, Locally Advanced or Metastatic Breast Cancer",https://clinicaltrials.gov/study/NCT00951665,COMPLETED,Metastatic Breast Cancer,DRUG: paclitaxel|DRUG: pertuzumab [Perjeta]|DRUG: trastuzumab emtansine [Kadcyla]|DRUG: paclitaxel|DRUG: trastuzumab emtansine [Kadcyla],"Genentech, Inc.",nan,INTERVENTIONAL,Unknown
NCT02649101,Thalidomide Plus Chemotherapy Versus Chemotherapy Alone for Advanced Breast Cancer,https://clinicaltrials.gov/study/NCT02649101,UNKNOWN,Metastatic Breast Cancer,DRUG: Thalidomide|DRUG: Physician's choice chemotherapy,Zhejiang Cancer Hospital,nan,INTERVENTIONAL,Unknown
NCT01120561,A Study of Trastuzumab-MCC-DM1 in Patients With HER2- Positive Locally Advanced or Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT01120561,NO_LONGER_AVAILABLE,Metastatic Breast Cancer,DRUG: trastuzumab-MCC-DM1,"Genentech, Inc.",nan,EXPANDED_ACCESS,Unknown
NCT00159094,A Trial of Doxil and Multiday Vinorelbine in Patients With Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00159094,UNKNOWN,Metastatic Breast Cancer,DRUG: Doxil and Vinorelbine,Hematology Oncology Consultants,"Ortho Biotech, Inc.",INTERVENTIONAL,Unknown
NCT02536339,A Study of Pertuzumab With High-Dose Trastuzumab for the Treatment of Human Epidermal Growth Factor Receptor 2 (HER2)-Positive Metastatic Breast Cancer (MBC) With Central Nervous System (CNS) Progression Post-Radiotherapy,https://clinicaltrials.gov/study/NCT02536339,COMPLETED,Metastatic Breast Cancer,DRUG: Pertuzumab|DRUG: Trastuzumab,"Genentech, Inc.",nan,INTERVENTIONAL,Unknown
NCT01784120,A Phase II Trial of Doxorubicin and Genexol-PM in Patients With Advanced Breast Cancer,https://clinicaltrials.gov/study/NCT01784120,UNKNOWN,Metastatic Breast Cancer,DRUG: Doxorubicin/Genexol-PM,Gachon University Gil Medical Center,nan,INTERVENTIONAL,Phase 2
NCT02474186,Phase II Study for Solid Metastatic Tumors,https://clinicaltrials.gov/study/NCT02474186,COMPLETED,Breast Cancer|Metastatic Breast Cancer|Solid Tumor,RADIATION: Radiation therapy|DRUG: Xeloda|DRUG: paclitaxel,NYU Langone Health,nan,INTERVENTIONAL,Phase 2
NCT00593827,Phase II Trial of Weekly or Every 3-week Ixabepilone for Patients With Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00593827,COMPLETED,Metastatic Breast Cancer,DRUG: Ixabepilone|DRUG: Ixabepilone,R-Pharm,US Oncology Research,INTERVENTIONAL,Phase 2
NCT00509769,A Study of Trastuzumab Emtansine (Trastuzumab-MCC-DM1) Administered Intravenously to Patients With Human Epidermal Growth Factor Receptor 2 (HER2)-Positive Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00509769,COMPLETED,Metastatic Breast Cancer,DRUG: Trastuzumab emtansine [Kadcyla],"Genentech, Inc.",nan,INTERVENTIONAL,Unknown
NCT02000596,1303GCC: Trastuzmab & Pertuzumab With Hormonal Therapy or Chemotherapy in Women Aged 60 and Over.,https://clinicaltrials.gov/study/NCT02000596,TERMINATED,Metastatic Breast Cancer,DRUG: Trastuzumab plus Pertuzumab|DRUG: Hormonal Therapy with Anastrozole and Fulvestrant|DRUG: Chemotherapy with Eribulin,"University of Maryland, Baltimore","Genentech, Inc.",INTERVENTIONAL,Unknown
NCT05463952,"A Study to Learn About the Vepdegestrant (ARV-471, PF-07850327) in People With ER+/HER2- Locally Advanced or Metastatic Breast Cancer (BC)",https://clinicaltrials.gov/study/NCT05463952,ACTIVE_NOT_RECRUITING,Breast Neoplasms,DRUG: vepdegestrant,Pfizer,"Arvinas Estrogen Receptor, Inc.",INTERVENTIONAL,Unknown
NCT06624020,A Study to Learn About How Medicines Called CDK4/6 Inhibitors Are Used in People With Advanced or Metastatic Breast Cancer in Australia,https://clinicaltrials.gov/study/NCT06624020,COMPLETED,Breast Neoplasms,nan,Pfizer,nan,OBSERVATIONAL,Unknown
NCT00225056,Phase II Study of Capecitabine and Weekly Docetaxel Followed by Capecitabine Maintenance for Patients With Metastatic Breast Carcinoma,https://clinicaltrials.gov/study/NCT00225056,TERMINATED,Metastatic Breast Cancer,DRUG: docetaxel and capecitabine,"Oncology Specialties, Alabama",nan,INTERVENTIONAL,Phase 2
NCT00303615,Androgen Therapy for Management of Estrogen/Progesterone Receptor Negative ER(-)PR(-) Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00303615,TERMINATED,Metastatic Breast Cancer,DRUG: Fluoxymesterone 10 mg|DRUG: Anastrozole 1 mg,Legacy Health System,nan,INTERVENTIONAL,Unknown
NCT00212082,Gene Expression Profiles in Predicting Chemotherapy Response in Breast Cancer,https://clinicaltrials.gov/study/NCT00212082,COMPLETED,Metastatic Breast Cancer,"DRUG: doxorubicin, docetaxel","National University Hospital, Singapore",nan,INTERVENTIONAL,Unknown
NCT02909361,Fulvestrant 500mg in Patients With Advanced Breast Cancer,https://clinicaltrials.gov/study/NCT02909361,UNKNOWN,Metastatic Breast Cancer,DRUG: Fulvestrant,Fudan University,nan,OBSERVATIONAL,Unknown
NCT07140107,Effectiveness of Original vs. AI-Generated Plain Language Summaries of Systematic Reviews,https://clinicaltrials.gov/study/NCT07140107,ENROLLING_BY_INVITATION,Non-Metastatic Breast Cancer,BEHAVIORAL: AI-generated PLS|BEHAVIORAL: Original PLS,"University of Split, School of Medicine",University Hospital of Split,INTERVENTIONAL,Unknown
NCT01240421,"An Open-Label, Multi-Center, Expanded Access Program With Eribulin for the Treatment of Advanced Breast Cancer Refractory",https://clinicaltrials.gov/study/NCT01240421,APPROVED_FOR_MARKETING,Metastatic Breast Cancer,DRUG: Eribulin Mesylate,Eisai Inc.,nan,EXPANDED_ACCESS,Unknown
NCT07203378,Nurturing Exercise Routine for Greater Improvement in Zest and Energy on Enhertu,https://clinicaltrials.gov/study/NCT07203378,RECRUITING,Metastatic Breast Cancer,OTHER: Whole-body resistance training and aerobic exercise,University of Utah,nan,INTERVENTIONAL,Unknown
NCT06760637,Study of PF-07220060 With Letrozole in Adults With HR-positive HER2-negative Breast Cancer Who Have Not Received Anticancer Treatment for Advanced/Metastatic Disease,https://clinicaltrials.gov/study/NCT06760637,RECRUITING,Breast Cancer,DRUG: PF-07220060|DRUG: letrozole|DRUG: abemaciclib|DRUG: palbociclib|DRUG: ribociclib,Pfizer,nan,INTERVENTIONAL,Unknown
NCT01259505,Safety Study of Multiple-Vaccine to Treat Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT01259505,COMPLETED,Metastatic Breast Cancer,BIOLOGICAL: CDCA1，URLC10，KIF20A，DEPDC1 and MPHOSPH1,Tokyo Medical University,Tokyo University|Saint Luca International Hospital,INTERVENTIONAL,Unknown
NCT01248494,PhIb BKM120 or BEZ235+Endocrine Treatment in Post-Menopausal Patients With Hormone Receptor + Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT01248494,COMPLETED,Metastatic Breast Cancer,DRUG: BEZ235|DRUG: BKM 120|DRUG: Letrozole|DRUG: BKM120,Vanderbilt-Ingram Cancer Center,nan,INTERVENTIONAL,Unknown
NCT02753595,"Study of Eribulin Mesylate in Combination With PEGylated Recombinant Human Hyaluronidase (PEGPH20) Versus Eribulin Mesylate Alone in Subjects With Human Epidermal Growth Factor Receptor 2 (HER2)-Negative, High-Hyaluronan (HA) Metastatic Breast Cancer (MBC)",https://clinicaltrials.gov/study/NCT02753595,TERMINATED,Metastatic Breast Cancer,DRUG: Eribulin mesylate|DRUG: Eribulin mesylate|DRUG: Eribulin mesylate|OTHER: Biologic: PEGylated recombinant human hyaluronidase (PEGPH20)|OTHER: Biologic: PEGylated recombinant human hyaluronidase,Eisai Inc.,Halozyme Therapeutics,INTERVENTIONAL,Unknown
NCT00790894,Trial of Ixabepilone in Patients With HER-2 Negative Metastatic Breast Cancer (HIT),https://clinicaltrials.gov/study/NCT00790894,TERMINATED,Metastatic Breast Cancer,DRUG: ixabepilone|DRUG: ixabepilone,Hellenic Cooperative Oncology Group,nan,INTERVENTIONAL,Unknown
NCT02756364,Sapanisertib in Combination With Fulvestrant in Women With Advanced or Metastatic Breast Cancer After Aromatase Inhibitor Therapy,https://clinicaltrials.gov/study/NCT02756364,COMPLETED,Breast Neoplasms,DRUG: Fulvestrant|DRUG: Sapanisertib,"Calithera Biosciences, Inc",nan,INTERVENTIONAL,Unknown
NCT07148505,A Study of Real-world Outcomes Among Patients Treated With Ribociclib,https://clinicaltrials.gov/study/NCT07148505,COMPLETED,Metastatic Breast Cancer,nan,Novartis Pharmaceuticals,nan,OBSERVATIONAL,Unknown
NCT02362230,Evaluation of Icotinib in Metastatic Triple-negative Breast Cancer After Second-line Therapy,https://clinicaltrials.gov/study/NCT02362230,TERMINATED,Metastatic Breast Cancer,DRUG: Icotinib,Sun Yat-sen University,nan,INTERVENTIONAL,Unknown
NCT01797120,"Study of Fulvestrant +/- Everolimus in Post-Menopausal, Hormone-Receptor + Metastatic Breast Ca Resistant to AI",https://clinicaltrials.gov/study/NCT01797120,COMPLETED,Metastatic Breast Cancer,DRUG: Fulvestrant|DRUG: Everolimus|DRUG: Placebo,"PrECOG, LLC.",Novartis,INTERVENTIONAL,Unknown
NCT02077998,Oxaliplatin in Treating Patients With Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT02077998,COMPLETED,Stage IV Breast Cancer,RADIATION: carbon C 14 oxaliplatin|DRUG: oxaliplatin|OTHER: laboratory biomarker analysis,"University of California, Davis",National Cancer Institute (NCI),INTERVENTIONAL,Unknown
NCT01740427,A Study of Palbociclib (PD-0332991) + Letrozole vs. Letrozole For 1st Line Treatment Of Postmenopausal Women With ER+/HER2- Advanced Breast Cancer (PALOMA-2),https://clinicaltrials.gov/study/NCT01740427,COMPLETED,Breast Neoplasms,DRUG: PD-0332991|DRUG: Letrozole|DRUG: Placebo|DRUG: Letrozole,Pfizer,nan,INTERVENTIONAL,Unknown
NCT03863223,A Study of Pyrotinib in Combination With Trastuzumab and Docetaxel in Patients With HER2 Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT03863223,UNKNOWN,Metastatic Breast Cancer,"DRUG: Pyrotinib, Trastuzumab, Docetaxel|DRUG: Placebo, Trastuzumab, Docetaxel","Jiangsu HengRui Medicine Co., Ltd.",nan,INTERVENTIONAL,Unknown
NCT00281697,A Study to Evaluate the Safety and Efficacy of Bevacizumab in Combination With Chemotherapy in Previously Treated Metastatic Breast Cancer (RIBBON 2),https://clinicaltrials.gov/study/NCT00281697,COMPLETED,Metastatic Breast Cancer,DRUG: Bevacizumab|DRUG: Placebo|DRUG: Standard chemotherapy,"Genentech, Inc.",nan,INTERVENTIONAL,Unknown
NCT00634634,Phase I/II Trial of Letrozole and Sorafenib in Post-Menopausal Hormone-Receptor + Breast Cancer,https://clinicaltrials.gov/study/NCT00634634,COMPLETED,Metastatic Breast Cancer,DRUG: Sorafenib|DRUG: Letrozole,"Rutgers, The State University of New Jersey",Rutgers Cancer Institute of New Jersey|National Cancer Institute (NCI)|Bayer|Novartis Pharmaceuticals,INTERVENTIONAL,Phase 1
NCT01782651,Treatment Options in Human Epidermal Growth Factor Receptor 2 (HER2) Positive Metastatic Breast Cancer Patients,https://clinicaltrials.gov/study/NCT01782651,COMPLETED,"Neoplasms, Breast",DRUG: Lapatinib plus capecitabine,GlaxoSmithKline,nan,OBSERVATIONAL,Unknown
NCT00932373,A Study of Trastuzumab-MCC-DM1 Administered Intravenously to Patients With HER2-Positive Metastatic Breast Cancer Who Have Previously Received a Trastuzumab-Containing Regimen,https://clinicaltrials.gov/study/NCT00932373,COMPLETED,Metastatic Breast Cancer,DRUG: trastuzumab-MCC-DM1,"Genentech, Inc.",nan,INTERVENTIONAL,Unknown
NCT02257775,Evolution of Resistance to Systemic Therapies in Patients With Breast Cancer,https://clinicaltrials.gov/study/NCT02257775,TERMINATED,Metastatic Breast Cancer,GENETIC: n/a - observational,"Institute of Cancer Research, United Kingdom",nan,OBSERVATIONAL,Unknown
NCT00532623,Phase II Study of Gemcitabine/Vinorelbine vs Sequential Gemcitabine Followed by Vinorelbine in Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00532623,COMPLETED,Metastatic Breast Cancer,DRUG: Gemcitabine plus Vinorelbine|DRUG: Sequential,"National Cancer Center, Korea",nan,INTERVENTIONAL,Phase 2
NCT00811369,"Trial to Evaluate the Therapeutic Benefit of Fulvestrant in Combination With ZACTIMA in Postmenopausal Women With Bone Predominant, Hormone Receptor Positive Metastatic Breast Cancer",https://clinicaltrials.gov/study/NCT00811369,COMPLETED,Metastatic Breast Cancer,DRUG: Fulvestrant + ZACTIMA|DRUG: Fulvestrant + Placebo,Ontario Clinical Oncology Group (OCOG),AstraZeneca,INTERVENTIONAL,Unknown
NCT02580396,Evaluation Of CanADVICE+®M-Health System To Support Breast Cancer Patients Receiving Capecitabine,https://clinicaltrials.gov/study/NCT02580396,COMPLETED,Metastatic Breast Cancer,DEVICE: CanADVICE+® (smart phone app),Royal Marsden NHS Foundation Trust,nan,INTERVENTIONAL,Unknown
NCT00405938,Bevacizumab Given With Either Anastrozole or Fulvestrant With Trastuzumab for Postmenopausal Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00405938,COMPLETED,Breast Cancer|Breast Neoplasms,DRUG: Bevacizumab|DRUG: Anastrozole|DRUG: Fulvestrant,"SCRI Development Innovations, LLC","Genentech, Inc.|AstraZeneca",INTERVENTIONAL,Unknown
NCT02924883,A Study to Evaluate the Efficacy and Safety of Trastuzumab Emtansine in Combination With Atezolizumab or Atezolizumab-Placebo in Participants With Human Epidermal Growth Factor-2 (HER2) Positive Locally Advanced or Metastatic Breast Cancer (BC) Who Received Prior Trastuzumab and Taxane Based Therapy,https://clinicaltrials.gov/study/NCT02924883,COMPLETED,Metastatic Breast Cancer,DRUG: Atezolizumab|DRUG: Trastuzumab emtansine|OTHER: Placebo,Hoffmann-La Roche,nan,INTERVENTIONAL,Unknown
NCT01334099,"Safety Study of Radiation and CP-675,206 Infusion for Breast Cancer Patients",https://clinicaltrials.gov/study/NCT01334099,TERMINATED,Metastatic Breast Cancer,"BIOLOGICAL: CP-675,206|RADIATION: External local radiation therapy","University Health Network, Toronto",nan,INTERVENTIONAL,Unknown
